amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
295.74,15,1,2826,0.601,0,0
736.34,8,2,2157,1.021,0,0
57.26,13,3,3515,0.709,0,0
96.29,14,0,1263,1.114,0,0
124.26,8,0,3524,0.788,0,0
301.59,13,2,3317,1.249,0,0
94.28,7,0,2028,1.316,0,0
93.61,11,3,3194,1.569,0,0
68.32,11,0,2905,1.267,1,0
102.48,7,2,3573,0.88,0,0
101.12,11,2,1909,0.624,0,0
35.38,12,1,1872,0.624,0,0
115.97,15,0,1114,1.258,0,0
80.17,16,3,171,1.026,0,0
50.07,20,2,463,1.394,0,0
79.42,7,1,3787,1.121,0,0
81.86,16,0,1268,0.884,0,0
106.92,11,1,2730,0.38,0,0
99.75,9,1,2840,1.333,1,0
249.01,15,0,668,0.855,0,0
20.37,13,0,1232,1.563,0,0
21.08,12,0,1132,0.694,0,0
8.49,22,1,3793,1.522,0,0
131.34,20,2,2318,0.991,0,0
43.12,9,2,2942,1.751,0,0
525.77,18,0,2460,0.597,0,0
118.19,12,5,1653,1.056,0,0
657.36,18,3,1343,1.178,0,0
199.04,13,1,3464,1.43,0,0
21.47,17,3,2879,0.316,0,0
42.55,8,3,1367,0.681,0,0
56.73,16,3,2301,1.107,0,0
22.78,8,2,3465,1.064,0,0
96.18,12,1,935,1.085,0,0
247.98,13,1,472,0.081,0,0
174.71,21,1,793,1.067,0,0
54.87,22,1,522,0.686,1,0
35.25,22,3,3370,1.834,0,0
190.04,9,2,3524,0.434,0,0
57.12,10,2,2602,1.086,1,0
59.24,20,2,1547,0.872,0,0
864.78,13,1,864,1.052,0,0
587.02,14,0,3133,1.176,0,0
73.82,21,2,412,1.455,0,0
45.7,22,0,1526,1.558,0,0
102.9,15,1,3977,1.463,0,0
108.12,21,2,2189,0.917,1,0
316.99,16,1,1272,1.948,0,0
15.31,9,0,1965,1.05,0,0
138.84,21,0,3197,1.56,0,0
30.61,13,0,882,0.815,0,0
41.93,15,4,2211,1.729,0,0
176.93,15,0,336,0.703,0,0
110.37,19,0,253,1.041,0,0
67.56,11,4,3209,0.308,0,0
40.18,12,3,3805,1.003,0,0
313.72,15,3,3052,0.993,0,0
379.66,10,2,3932,0.717,0,0
54.8,10,0,160,0.84,1,0
23.52,14,2,948,1.178,0,0
31.73,7,1,749,1.295,0,0
446.96,20,2,526,0.923,0,0
80.89,19,1,2008,0.749,0,0
49.85,10,0,1381,1.497,0,0
68.21,21,2,1419,0.901,0,0
52.09,18,0,791,0.86,0,0
96.22,8,0,348,1.347,0,0
46.82,9,1,2246,0.123,0,0
100.79,12,1,1176,1.31,0,0
60.22,17,5,3796,0.913,0,0
150.42,7,0,615,0.89,0,0
48.11,14,0,2354,0.763,0,0
64.37,10,2,3445,0.659,1,0
101.14,22,1,3724,1.459,0,0
50.91,19,0,2667,1.28,0,0
177.64,11,2,2054,0.691,0,0
54.01,16,1,2648,0.595,0,0
76.98,21,1,915,1.474,0,0
32.86,19,1,479,0.395,1,0
330.08,19,0,2068,0.696,0,0
32.44,14,0,754,0.641,0,0
19.81,10,1,2022,1.561,0,0
33.95,20,1,3522,0.499,0,0
26.58,22,2,439,1.246,0,0
69.25,6,1,1425,0.327,0,0
112.59,18,1,2721,0.795,0,0
90.7,17,2,3093,1.036,0,0
26.41,6,4,3723,1.127,1,0
30.38,12,1,926,1.139,0,0
77.93,11,2,3901,0.963,0,0
34.89,9,1,2765,1.637,0,0
118.96,16,3,2802,0.948,0,0
119.4,7,1,2314,1.043,0,0
103.5,11,3,1682,0.965,0,0
949.96,18,1,2556,0.752,0,0
81.44,21,3,320,0.563,0,0
79.12,22,3,2710,0.935,1,0
27.0,19,2,1943,1.361,0,0
90.12,6,0,1941,0.424,0,0
94.61,21,0,1568,0.93,0,0
92.17,15,2,1704,0.816,0,0
85.54,18,2,672,1.136,0,0
81.45,7,2,975,1.595,0,0
414.89,11,0,3528,0.383,0,0
313.28,6,1,2967,0.958,0,0
221.96,17,1,659,1.268,0,0
30.65,14,1,2427,1.39,0,0
15.3,15,1,218,0.822,0,0
240.25,20,4,1430,2.088,0,0
24.29,6,2,3795,1.062,0,0
59.78,11,1,2923,1.331,0,0
33.36,22,1,287,0.771,0,0
249.23,21,2,765,0.936,0,0
41.76,13,3,2962,1.285,0,0
101.9,7,1,2061,1.022,0,0
129.63,17,1,689,1.092,0,0
24.37,20,1,330,0.982,0,0
51.92,14,3,1243,0.913,0,0
193.07,18,3,2862,1.282,0,0
15.63,9,2,3724,0.949,0,0
9.77,8,4,1425,0.671,0,0
249.96,21,0,1734,0.64,0,0
86.68,19,1,2702,1.613,0,0
178.62,19,0,3870,0.616,0,0
53.66,17,2,2299,1.438,0,0
92.77,15,2,2469,1.761,1,0
172.01,14,1,1280,1.338,1,0
26.12,13,2,2749,1.114,0,0
89.14,11,1,3732,0.415,0,0
18.18,9,2,1810,1.294,0,0
388.22,11,0,184,0.704,0,0
92.86,8,0,2759,1.245,0,0
96.03,6,1,2600,1.483,0,0
142.78,21,1,1632,1.244,0,0
131.41,13,1,965,0.943,0,0
162.79,12,2,2056,1.243,0,0
67.87,14,0,1724,0.854,0,0
54.93,6,2,708,1.554,0,0
147.7,10,0,1877,1.066,0,0
204.15,9,0,3046,0.972,0,0
486.36,6,3,3054,0.418,1,0
122.46,20,1,997,1.03,0,0
90.34,9,2,2009,0.85,1,0
56.51,18,4,476,1.192,0,0
37.27,17,2,614,0.739,0,0
107.61,7,2,465,0.964,0,0
51.15,16,0,176,1.15,0,0
37.66,11,1,2515,0.727,0,0
158.67,10,3,1615,0.792,0,0
54.84,15,1,3304,0.893,0,0
143.7,6,0,2972,0.87,0,0
22.88,17,0,309,1.225,0,0
68.15,8,4,3346,1.3,0,0
95.11,14,3,3521,0.798,0,0
15.13,20,1,3872,1.247,0,0
69.9,10,1,2295,0.366,0,0
1957.59,2,7,375,4.475,1,1
26.98,20,3,471,1.516,0,0
187.21,17,1,275,0.586,0,0
41.57,12,3,3916,0.881,0,0
52.97,13,1,3707,1.042,0,0
113.07,6,1,1696,1.372,0,0
54.22,12,0,2343,1.122,0,0
109.62,20,1,3029,1.005,0,0
34.05,22,0,1105,0.527,0,0
212.53,19,1,3147,0.833,0,0
32.33,19,2,1192,0.818,0,0
24.95,6,1,911,1.023,0,0
102.94,13,2,1971,1.337,0,0
93.22,10,2,690,0.636,0,0
98.5,7,2,3098,1.113,1,0
29.2,10,0,934,1.339,0,0
304.78,14,0,3613,0.101,1,0
22.99,17,1,2764,1.109,0,0
181.58,16,1,2941,0.746,0,0
246.83,8,2,2388,1.209,0,0
142.28,21,2,3297,1.243,0,0
35.5,11,0,851,0.763,0,0
36.93,13,0,743,0.423,0,0
15.11,11,0,3165,1.326,0,0
17.91,19,1,3450,0.851,0,0
31.43,14,2,196,1.127,1,0
63.91,18,0,2885,0.83,0,0
181.84,8,2,3054,1.475,1,0
271.97,22,1,1704,0.819,0,0
86.43,16,1,1717,0.71,0,0
28.23,21,2,3131,0.784,0,0
235.68,13,7,2564,1.307,0,0
26.35,21,3,3703,0.886,0,0
255.81,6,2,3387,0.4,0,0
81.04,15,1,2783,0.898,0,0
307.61,11,3,3297,0.6,0,0
98.65,20,0,552,1.063,0,0
7.94,17,2,2797,1.443,0,0
143.71,20,1,3247,1.165,0,0
257.13,21,3,187,1.306,0,0
81.52,7,3,1498,0.83,0,0
45.85,21,1,3637,0.88,0,0
101.67,16,0,3632,1.41,0,0
30.72,21,1,3025,0.791,0,0
82.31,11,0,1593,0.899,0,0
36.27,12,1,3218,0.918,0,0
138.84,17,2,443,0.969,0,0
51.67,14,3,2025,0.759,0,0
99.83,7,2,2052,0.859,0,0
62.75,6,1,2809,0.505,0,0
56.05,8,2,2764,1.117,0,0
46.56,11,1,947,1.157,0,0
104.92,8,1,2420,1.418,0,0
276.4,13,0,3185,1.579,0,0
107.22,8,1,3494,1.146,0,0
34.11,11,2,3095,1.251,1,0
59.58,22,2,2387,0.94,0,0
25.05,11,0,2757,0.451,0,0
208.12,15,0,723,1.499,1,0
110.36,20,0,1214,1.683,0,0
92.26,8,2,1251,0.711,0,0
54.35,22,2,2415,0.559,0,0
28.8,18,0,3220,1.074,0,0
41.87,10,1,3075,0.844,0,0
54.09,19,1,1088,0.726,0,0
110.98,11,1,202,0.858,0,0
65.2,10,2,3636,1.457,0,0
41.07,6,0,2810,0.89,0,0
112.83,15,0,393,1.641,0,0
79.27,16,1,2704,0.856,0,0
61.49,8,1,2151,1.167,0,0
65.62,18,3,295,1.21,0,0
480.71,16,2,718,0.766,0,0
212.66,12,2,420,1.404,0,0
108.09,8,2,960,0.845,0,0
16.26,7,2,3502,1.008,0,0
34.18,6,1,3601,0.85,0,0
83.29,8,1,1858,1.624,0,0
8.47,18,0,1023,0.611,0,0
862.03,16,1,318,1.22,0,0
96.28,7,1,1952,1.193,0,0
10.16,19,1,439,0.923,0,0
187.21,22,1,3918,0.79,0,0
57.71,16,0,480,1.33,0,0
94.01,17,0,1776,1.22,0,0
467.21,6,1,628,1.454,0,0
305.16,16,0,1911,1.031,0,0
31.83,10,1,3260,0.676,0,0
9.85,13,1,2858,0.943,0,0
44.48,6,0,3530,0.92,0,0
111.88,16,2,2420,1.406,0,0
130.57,13,1,3925,1.065,0,0
214.94,7,2,644,1.437,0,0
291.7,7,1,2025,1.726,0,0
53.31,12,3,227,0.887,0,0
339.96,20,1,3218,0.859,0,0
46.6,12,0,2540,0.956,0,0
39.85,18,2,3140,1.132,1,0
65.18,10,2,708,1.067,0,0
115.64,16,1,3852,0.642,0,0
268.34,8,1,638,0.631,0,0
140.98,20,0,2595,0.996,0,0
94.4,17,2,1313,1.222,0,0
49.87,11,5,2898,0.731,1,0
169.12,13,1,1186,0.892,1,0
31.39,12,1,1152,1.307,0,0
59.11,11,0,3080,1.005,0,0
401.53,18,1,3528,0.502,0,0
77.72,14,2,3933,0.629,0,0
242.74,13,3,3255,0.142,0,0
22.47,15,3,923,0.914,0,0
45.39,12,0,3835,1.037,0,0
208.98,6,1,2696,1.063,1,0
64.88,8,0,658,1.289,0,0
66.76,21,0,3465,0.936,0,0
288.17,8,1,3048,1.553,0,0
113.57,20,2,159,0.852,0,0
337.28,18,2,1041,0.763,0,0
357.29,20,1,3695,1.12,0,0
57.57,11,1,3402,1.011,0,0
98.76,11,1,2327,1.589,0,0
82.34,21,0,1999,0.549,0,0
29.07,21,3,3500,0.751,0,0
50.51,14,1,2136,1.133,0,0
116.91,21,2,1335,0.997,0,0
41.48,12,1,1620,1.154,0,0
54.26,17,1,1119,1.281,0,0
170.47,8,0,3927,0.583,0,0
26.84,19,0,1069,0.586,0,0
41.21,17,0,728,1.706,0,0
295.11,13,1,3306,0.993,0,0
91.06,8,1,3716,0.939,0,0
87.48,11,1,3393,0.559,0,0
103.93,11,0,980,1.246,0,0
363.25,21,2,3362,0.881,1,0
236.66,14,1,1857,0.755,0,0
67.25,10,0,3292,0.887,0,0
62.03,20,0,281,1.281,0,0
124.79,8,1,3394,1.61,0,0
17.93,21,3,2887,1.159,0,0
32.1,10,1,2856,1.284,0,0
28.45,9,1,3526,1.162,0,0
806.9,6,0,2720,1.32,0,0
19.65,9,4,2235,0.571,0,0
180.65,10,2,832,0.719,0,0
82.44,8,1,2007,1.137,0,0
71.81,14,1,1364,1.149,0,0
19.19,20,1,2544,1.044,0,0
109.73,8,2,2535,1.188,0,0
18.05,19,2,2910,1.233,0,0
102.25,17,0,2542,0.641,0,0
37.47,18,1,1080,1.183,0,0
152.07,20,0,2795,0.672,0,0
487.97,10,2,1788,0.966,0,0
88.77,21,1,3483,0.276,0,0
299.54,12,0,1776,1.278,1,0
117.77,9,0,1621,1.369,0,0
70.42,22,2,1900,0.641,0,0
71.83,6,1,870,0.91,0,0
54.68,15,0,141,0.894,0,0
50.38,20,0,447,0.579,0,0
89.61,21,0,163,0.638,0,0
29.63,7,1,400,0.948,0,0
126.67,20,0,900,0.936,0,0
17.28,21,1,1052,1.263,1,0
53.02,20,0,1859,1.045,0,0
73.76,19,2,2502,1.074,0,0
36.82,13,1,3238,1.025,0,0
90.48,21,3,819,1.453,0,0
7.58,15,1,433,0.43,0,0
144.21,16,3,2385,1.285,0,0
73.32,22,1,3328,1.118,0,0
47.19,21,3,3754,1.066,0,0
84.6,19,2,2621,0.869,0,0
206.91,16,1,2579,1.948,0,0
126.11,11,4,1042,1.881,0,0
24.81,6,2,2027,1.645,0,0
34.08,14,1,2247,0.858,0,0
16.39,20,1,3779,1.011,0,0
79.79,20,0,1558,0.654,0,0
115.4,14,1,2629,0.691,0,0
277.96,19,2,2626,0.843,0,0
114.73,22,3,2155,1.097,0,0
82.68,18,3,2603,1.44,0,0
31.41,17,2,615,0.874,1,0
117.48,10,0,1054,0.885,0,0
435.32,18,3,1988,0.471,0,0
461.24,20,0,3167,0.492,0,0
217.71,21,2,1905,1.261,0,0
64.98,11,1,253,0.715,0,0
78.41,15,0,2416,0.885,0,0
15.5,16,1,400,1.354,0,0
36.18,15,0,1655,1.165,0,0
27.8,20,2,2049,0.855,0,0
76.14,21,2,514,1.063,0,0
131.77,19,0,132,1.13,0,0
213.11,7,3,2935,1.408,0,0
230.34,22,2,538,0.884,0,0
205.65,19,0,1594,0.701,0,0
149.88,22,3,3084,0.728,0,0
85.49,13,0,843,0.985,0,0
293.37,11,3,2812,1.04,0,0
43.96,13,2,2320,0.734,0,0
117.04,11,2,3237,1.19,0,0
582.03,13,1,372,0.47,0,0
121.87,6,2,1390,1.08,1,0
326.65,11,0,2682,0.824,0,0
135.0,21,2,380,0.702,0,0
121.02,7,1,1363,1.196,0,0
38.23,14,1,3000,0.714,0,0
55.06,16,1,1429,0.829,0,0
13.38,14,1,1724,0.934,0,0
122.42,13,1,3752,1.047,0,0
60.37,14,1,2754,1.116,0,0
167.44,7,3,3814,1.648,0,0
259.78,12,0,3044,0.907,0,0
165.27,11,2,3468,0.175,0,0
38.23,9,0,3703,1.1,0,0
232.68,14,2,1580,1.355,0,0
64.9,6,1,1047,1.159,0,0
435.79,12,3,1584,1.308,0,0
47.64,13,1,518,0.691,0,0
28.02,13,1,221,0.808,0,0
34.12,15,2,2029,1.115,0,0
132.93,6,2,3801,0.924,0,0
9.21,10,3,374,0.687,0,0
108.66,6,1,468,1.918,0,0
75.42,13,0,1566,1.575,0,0
194.92,8,2,3275,1.084,0,0
206.12,19,0,2688,0.803,0,0
88.46,15,3,1912,0.78,1,0
59.34,14,1,3252,0.791,0,0
25.81,16,1,469,1.401,0,0
82.02,8,1,3852,1.194,0,0
114.56,13,3,3335,1.029,0,0
515.03,19,3,1338,0.656,0,0
77.24,7,2,1203,0.635,0,0
64.45,17,0,469,1.197,0,0
70.88,14,0,2002,1.196,0,0
346.33,18,3,289,0.548,0,0
235.19,19,0,1061,0.894,0,0
77.72,12,2,3703,1.039,0,0
111.84,10,0,2026,1.243,0,0
407.05,20,0,1695,1.254,0,0
106.08,18,1,219,0.658,0,0
85.22,7,1,3266,0.376,0,0
114.41,13,0,1583,1.258,0,0
922.18,14,1,565,0.542,0,0
31.64,8,0,2353,0.949,0,0
87.94,13,3,956,0.857,0,0
180.37,11,1,2383,1.53,0,0
55.01,9,0,1831,0.839,0,0
31.91,9,3,795,0.939,0,0
102.28,14,1,2236,1.521,0,0
136.39,22,1,1845,0.906,0,0
85.18,8,2,1336,1.075,0,0
64.55,20,1,2471,0.579,0,0
22.11,10,3,2214,0.662,0,0
19.9,20,0,3590,1.374,1,0
107.88,13,1,1746,0.206,0,0
16.53,22,1,805,1.162,0,0
42.99,17,0,1616,0.774,0,0
52.39,16,2,3991,0.142,0,0
95.05,9,1,3311,1.494,0,0
52.48,12,1,772,1.496,0,0
167.54,6,0,1454,0.723,0,0
55.97,13,1,499,1.176,0,0
39.9,19,2,557,0.469,0,0
135.25,17,0,1399,1.351,0,0
56.49,19,3,2206,0.556,0,0
53.92,18,2,2684,1.307,0,0
189.01,12,0,600,0.837,0,0
87.4,11,1,742,1.417,0,0
22.96,15,2,1361,0.918,0,0
28.8,8,5,656,1.18,0,0
54.96,13,0,2994,0.793,0,0
18.32,12,3,3737,1.285,0,0
112.13,18,4,2468,1.711,0,0
44.0,17,1,2154,1.733,0,0
90.91,21,0,2570,1.056,0,0
106.46,20,3,1964,1.452,0,0
126.32,11,1,1908,0.753,0,0
27.24,19,0,3964,1.125,0,0
80.77,19,1,1928,0.879,0,0
194.23,9,2,549,0.989,0,0
42.17,8,0,2447,0.992,0,0
50.22,13,2,1838,1.094,0,0
82.13,11,0,1731,0.647,0,0
233.36,20,0,1165,0.367,0,0
289.94,12,0,742,0.869,0,0
274.13,20,2,2154,1.219,0,0
70.72,12,0,3372,0.729,0,0
69.13,21,2,2276,1.038,0,0
27.9,21,2,2886,0.814,0,0
49.56,20,2,2156,1.159,0,0
55.94,16,2,2691,0.932,0,0
200.65,13,4,1903,0.736,0,0
24.16,18,0,122,0.424,0,0
55.63,21,2,3302,0.536,0,0
169.32,10,0,194,1.898,0,0
119.27,9,1,3853,0.673,0,0
330.66,6,2,989,1.039,0,0
235.41,15,1,3048,0.664,0,0
33.75,16,1,636,1.5,0,0
181.58,17,3,1866,0.666,0,0
92.4,10,2,1736,0.366,0,0
83.58,15,0,3907,1.451,0,0
169.21,18,3,2734,0.285,0,0
204.72,11,1,3028,0.481,0,0
91.29,10,0,1615,1.058,0,0
280.23,21,2,3639,0.923,0,0
52.54,7,1,1802,0.733,1,0
59.71,16,0,1104,0.259,0,0
161.57,22,0,154,0.448,1,0
253.23,7,1,3945,0.372,0,0
6.87,10,2,3082,1.94,0,0
41.05,17,1,1275,0.422,0,0
129.96,17,1,296,0.586,0,0
165.27,11,0,1850,0.166,0,0
18.15,13,2,3848,1.246,0,0
65.7,15,1,640,1.859,0,0
81.92,15,0,1232,1.246,0,0
131.17,20,1,2256,1.211,0,0
87.24,6,1,2743,1.267,0,0
235.62,6,2,2541,1.053,0,0
14.31,22,1,2178,1.166,0,0
167.19,21,1,1700,1.415,0,0
66.41,13,0,3345,1.136,0,0
88.98,19,4,1158,1.0,0,0
89.32,17,2,2250,0.927,0,0
82.09,20,2,1463,1.726,0,0
58.19,12,1,3645,0.644,0,0
84.13,8,0,3643,1.229,0,0
23.71,20,1,1557,0.705,0,0
72.95,12,1,153,0.661,0,0
121.54,13,1,1120,0.997,0,0
45.73,8,2,3073,0.459,0,0
57.28,8,2,3657,0.823,0,0
29.48,16,3,3935,0.988,0,0
53.76,13,1,3524,0.916,0,0
299.68,15,1,1036,1.327,0,0
99.04,20,1,2179,1.287,0,0
66.89,9,0,1100,0.415,0,0
15.55,11,2,3296,0.953,0,0
28.32,15,1,2325,0.83,0,0
146.16,22,1,128,1.084,0,0
44.99,21,3,1632,0.972,0,0
154.59,22,1,3560,1.22,0,0
38.4,17,0,1454,0.99,0,0
19.69,11,1,2231,0.436,0,0
79.62,18,0,1092,1.501,1,0
203.13,17,1,2185,1.204,0,0
165.29,12,1,2899,2.026,0,0
449.06,6,1,568,1.034,0,0
238.03,20,2,3532,1.16,0,0
368.83,16,2,459,1.169,0,0
59.42,18,0,1122,0.978,0,0
140.99,15,1,2441,1.241,0,0
56.12,19,3,1416,0.781,0,0
115.46,21,0,1648,0.866,0,0
53.68,8,1,3248,0.715,0,0
119.75,10,2,355,1.159,0,0
157.69,22,2,1876,1.435,0,0
300.79,10,3,429,0.876,0,0
699.04,1,6,218,4.92,1,1
89.9,20,2,2935,1.023,0,0
40.15,19,0,3240,0.562,0,0
76.21,6,0,1972,0.558,0,0
58.51,21,2,3021,1.261,0,0
57.6,18,3,270,1.228,0,0
202.48,7,0,2547,0.653,0,0
147.95,9,0,645,0.757,0,0
79.59,8,3,596,1.698,0,0
379.64,20,2,3051,0.05,0,0
349.39,14,1,3713,1.447,0,0
17.91,19,1,128,0.962,0,0
46.5,13,2,1757,0.779,1,0
40.05,12,0,583,0.862,0,0
196.63,16,0,792,0.825,0,0
77.83,7,2,2100,0.698,0,0
71.62,18,1,2181,0.637,0,0
98.54,7,5,2833,1.571,0,0
290.65,9,0,3992,1.418,0,0
26.49,21,2,3914,0.683,0,0
39.66,20,1,1507,0.958,0,0
205.82,20,1,507,1.152,0,0
122.07,12,0,2108,0.7,0,0
70.74,16,2,2833,1.232,0,0
116.31,7,4,3171,1.26,0,0
78.24,15,3,3654,0.939,0,0
113.07,13,2,1261,0.766,0,0
137.63,6,1,3128,1.502,0,0
81.11,18,2,1738,1.209,0,0
15.28,16,1,2673,0.487,0,0
45.69,18,0,699,1.367,0,0
75.53,22,1,2843,1.305,0,0
53.87,7,2,2621,0.517,0,0
76.43,21,1,1635,0.782,0,0
10.15,12,1,3227,0.803,0,0
33.13,16,3,1270,1.482,0,0
49.01,22,2,3395,1.074,0,0
66.41,20,2,475,1.669,0,0
82.6,11,2,2585,1.137,0,0
26.42,15,1,2819,1.309,0,0
134.02,11,0,3625,0.921,0,0
108.29,21,1,686,0.761,0,0
28.11,7,1,3098,0.879,0,0
56.31,8,0,1233,0.993,0,0
79.07,14,1,3147,1.245,0,0
54.3,22,1,2305,1.19,0,0
96.51,10,3,3834,0.753,0,0
40.71,7,2,3612,1.324,0,0
34.14,17,1,2141,1.522,0,0
10.41,20,0,3953,0.664,1,0
59.6,6,0,2944,0.836,0,0
17.22,20,1,2088,1.505,0,0
119.98,11,1,285,0.476,0,0
45.04,22,1,3086,0.971,0,0
157.34,20,0,897,0.934,0,0
44.86,8,3,3410,0.809,0,0
6.86,21,1,615,1.14,0,0
80.8,16,1,3758,1.095,0,0
89.31,22,1,916,0.593,0,0
13.5,21,1,1738,1.312,0,0
229.53,19,4,2066,1.27,0,0
48.93,17,2,2367,0.59,1,0
23.61,22,2,2725,0.917,0,0
404.54,19,2,605,0.358,0,0
103.53,11,6,2636,0.497,0,0
89.31,12,1,3744,1.275,0,0
33.45,14,1,1088,1.294,0,0
91.65,12,4,2109,0.898,0,0
224.31,17,0,1274,0.916,0,0
87.39,10,0,1584,0.73,0,0
180.65,18,1,2419,1.424,0,0
97.5,18,1,1317,0.471,0,0
85.57,7,0,722,0.672,1,0
94.55,16,2,675,1.339,0,0
75.64,20,0,3389,0.713,0,0
122.36,16,1,1112,1.063,0,0
19.12,21,1,3127,1.292,0,0
27.61,10,0,1984,0.92,0,0
90.34,12,2,509,0.773,1,0
65.47,13,1,2225,1.526,0,0
148.63,17,0,2956,1.452,0,0
51.96,20,0,1677,1.259,0,0
334.59,22,3,2397,1.009,0,0
42.52,21,4,2555,0.862,0,0
64.97,14,0,2431,1.379,0,0
102.47,17,1,2420,1.016,1,0
80.9,16,4,2526,0.924,0,0
63.97,12,0,1937,1.068,1,0
114.5,10,2,928,1.503,1,0
186.8,18,2,1491,1.495,0,0
149.48,18,4,2381,1.134,0,0
36.34,15,3,550,0.627,0,0
59.48,11,1,3126,0.685,0,0
111.36,14,6,1332,1.012,0,0
76.9,12,1,419,1.402,0,0
13.11,9,2,1269,1.23,0,0
459.89,22,2,3534,0.926,0,0
339.5,14,1,1124,1.449,0,0
49.25,14,3,539,0.409,0,0
65.57,17,0,3512,0.721,0,0
185.83,22,1,2187,0.481,0,0
16.5,18,1,2091,0.583,0,0
116.72,17,1,3453,1.023,0,0
466.45,23,3,9,3.36,1,1
155.28,21,3,3903,0.937,0,0
97.8,16,0,2939,0.544,0,0
178.66,21,2,238,0.398,0,0
73.85,7,2,1806,1.173,0,0
94.83,6,3,556,1.366,0,0
77.25,19,2,2950,1.567,1,0
75.57,18,3,2375,0.761,0,0
256.29,7,3,2285,1.196,0,0
223.81,11,1,285,1.871,0,0
56.55,8,1,2194,2.16,0,0
75.27,14,4,2260,0.606,0,0
43.99,7,2,3879,1.231,0,0
106.82,13,2,1951,1.596,0,0
77.56,18,2,3717,0.844,0,0
33.33,6,1,943,0.845,0,0
64.35,17,2,1081,1.085,0,0
65.46,18,3,3454,0.861,0,0
142.34,8,0,871,1.085,0,0
20.67,14,1,3468,1.486,0,0
55.12,12,3,3200,0.368,0,0
145.61,9,0,275,0.905,0,0
30.69,8,2,2658,1.077,0,0
161.1,21,0,2155,1.105,0,0
83.75,14,3,2577,0.422,0,0
249.53,20,0,1560,0.958,0,0
176.92,21,0,446,1.243,0,0
23.28,17,3,1965,1.498,0,0
208.64,11,3,3664,1.062,0,0
52.32,18,0,340,1.002,0,0
82.53,15,1,1440,2.007,0,0
79.03,19,1,1230,0.673,0,0
211.98,19,1,1509,1.624,0,0
329.31,7,1,2649,0.816,0,0
132.12,19,4,1833,1.116,0,0
76.23,14,2,343,0.411,0,0
29.54,11,0,3518,0.547,0,0
52.22,19,0,866,0.86,0,0
125.91,10,1,2092,0.961,0,0
270.43,19,0,1233,0.854,0,0
375.07,10,1,3575,1.275,1,0
81.41,7,0,2376,0.632,0,0
12.67,7,1,1578,1.443,0,0
237.03,7,1,2727,1.164,0,0
30.0,20,1,3668,1.118,0,0
135.5,19,2,3215,0.684,0,0
114.97,14,0,2689,0.49,0,0
112.5,18,3,2764,0.939,1,0
459.1,15,4,1116,1.314,0,0
105.27,22,3,345,1.157,0,0
35.94,8,1,3243,1.053,0,0
15.6,21,2,3936,1.329,0,0
137.71,18,2,3041,0.703,0,0
23.9,15,0,1145,1.157,0,0
228.63,17,1,3770,0.743,0,0
51.52,11,3,2209,1.651,0,0
28.61,10,4,1082,1.1,0,0
31.07,13,3,3310,1.231,0,0
37.54,22,3,2639,0.88,0,0
72.58,13,1,2911,1.271,0,0
77.77,21,0,3482,0.57,0,0
42.4,13,4,3387,1.315,0,0
96.35,16,2,3487,0.78,1,0
151.15,20,0,2651,0.423,0,0
328.94,13,2,2317,1.261,0,0
255.57,6,0,2579,1.592,0,0
70.53,14,1,2567,0.727,0,0
69.27,22,3,1851,0.953,0,0
289.5,2,6,199,7.009,1,1
138.46,10,0,2389,0.454,0,0
787.12,3,6,150,3.264,0,1
63.07,20,3,2731,1.083,0,0
35.56,15,0,923,0.807,0,0
55.81,12,2,2254,1.095,0,0
129.3,22,4,232,3.596,0,1
110.51,8,2,3183,1.439,0,0
56.85,12,0,2109,1.381,0,0
172.33,16,0,2372,1.475,0,0
70.65,16,1,3091,0.922,0,0
54.84,13,0,3305,0.412,0,0
188.21,11,0,2764,0.905,0,0
73.88,11,3,2322,0.958,0,0
125.39,18,3,3647,0.99,1,0
63.75,20,0,1218,0.56,0,0
333.79,18,1,2511,1.793,0,0
31.48,15,3,2793,1.143,0,0
49.8,6,0,1475,1.485,0,0
56.91,9,0,3751,1.401,0,0
62.14,6,2,1807,0.995,0,0
175.24,14,1,1210,1.173,1,0
258.39,17,2,362,1.048,0,0
33.04,18,1,3350,0.762,0,0
219.81,21,0,2048,1.273,0,0
162.34,17,0,1013,0.96,0,0
75.69,12,3,3366,1.046,0,0
61.02,17,2,2645,1.397,0,0
699.27,7,1,498,1.242,0,0
71.48,21,2,2260,1.905,0,0
9.47,15,1,2826,0.839,0,0
78.57,8,1,3930,1.311,0,0
792.35,2,8,395,0.7,0,1
27.43,22,0,3975,1.203,0,0
132.13,18,0,1548,1.273,0,0
105.48,7,2,785,1.114,1,0
79.19,20,2,3422,0.657,0,0
73.15,8,2,2776,0.904,0,0
28.9,22,0,3048,1.317,0,0
121.19,14,2,2641,1.016,0,0
39.41,11,0,3051,0.827,0,0
93.33,21,2,1527,0.364,0,0
33.86,14,2,3481,1.01,0,0
72.68,15,3,783,1.278,1,0
86.27,10,1,2846,1.158,1,0
44.72,21,1,3375,0.798,0,0
120.15,16,1,1290,0.915,0,0
135.94,12,1,3459,0.712,0,0
48.54,7,1,3715,0.637,0,0
79.08,14,1,852,1.136,0,0
17.25,21,3,3731,1.167,1,0
86.55,11,2,3883,1.378,0,0
