age,aum,risk_tolerance,tenure_yrs,logins_per_mo,products_held,segment,persona
42,393350.14,7.2,4,5,5,0,Emerging Growth Seekers
77,1302237.76,3.2,14,6,4,2,High-Net-Worth Core
73,196907.61,3.6,20,6,4,3,Established Loyal Clients
50,61661.6,1.5,17,4,1,3,Established Loyal Clients
59,103910.15,8.7,22,2,7,0,Emerging Growth Seekers
52,128059.15,5.4,24,3,3,3,Established Loyal Clients
71,252316.89,1.7,7,8,3,1,Conservative Wealth Preservers
52,83241.8,4.3,20,5,2,3,Established Loyal Clients
40,125795.2,10.0,4,2,7,0,Emerging Growth Seekers
35,137620.26,10.0,5,3,2,0,Emerging Growth Seekers
40,36981.2,2.3,9,2,3,1,Conservative Wealth Preservers
42,564012.71,7.1,21,6,5,0,Emerging Growth Seekers
72,50538.77,1.0,19,7,6,3,Established Loyal Clients
64,409125.24,2.3,13,5,2,1,Conservative Wealth Preservers
59,68907.11,5.7,8,5,2,1,Conservative Wealth Preservers
44,406962.32,4.0,16,8,7,3,Established Loyal Clients
63,217652.96,7.4,12,7,3,3,Established Loyal Clients
71,196625.54,1.7,21,7,2,3,Established Loyal Clients
64,153362.67,1.4,4,6,2,1,Conservative Wealth Preservers
63,460982.56,2.4,19,7,2,3,Established Loyal Clients
63,189124.55,7.4,0,7,5,1,Conservative Wealth Preservers
56,544494.27,3.0,13,7,3,3,Established Loyal Clients
59,475897.55,9.7,22,3,5,0,Emerging Growth Seekers
54,369442.95,1.2,14,3,3,1,Conservative Wealth Preservers
78,319129.5,1.0,24,5,7,3,Established Loyal Clients
59,331330.02,3.8,20,9,2,3,Established Loyal Clients
40,158873.69,3.3,22,5,4,3,Established Loyal Clients
77,86078.91,2.2,11,4,2,1,Conservative Wealth Preservers
64,176436.52,6.3,2,5,5,1,Conservative Wealth Preservers
69,150721.8,1.0,17,6,1,3,Established Loyal Clients
66,360237.31,1.0,12,5,6,1,Conservative Wealth Preservers
60,123765.93,8.6,8,5,4,0,Emerging Growth Seekers
59,555056.94,7.7,2,5,2,1,Conservative Wealth Preservers
52,71182.8,3.3,14,9,3,3,Established Loyal Clients
60,342386.61,2.7,18,7,4,3,Established Loyal Clients
60,354875.13,1.7,6,5,6,1,Conservative Wealth Preservers
68,140857.7,1.0,14,8,2,3,Established Loyal Clients
65,121777.96,7.3,24,9,2,3,Established Loyal Clients
49,631297.61,3.5,11,5,4,1,Conservative Wealth Preservers
57,108512.02,2.9,13,3,1,1,Conservative Wealth Preservers
57,564041.31,6.9,0,6,4,1,Conservative Wealth Preservers
53,282784.45,3.2,15,10,6,3,Established Loyal Clients
56,283370.48,10.0,9,3,7,0,Emerging Growth Seekers
49,313859.17,9.6,5,1,3,0,Emerging Growth Seekers
60,842772.55,8.7,19,4,1,2,High-Net-Worth Core
61,235033.37,1.0,24,7,6,3,Established Loyal Clients
67,182086.39,2.1,9,9,6,3,Established Loyal Clients
36,103013.63,3.7,7,10,4,3,Established Loyal Clients
27,446931.71,10.0,15,3,4,0,Emerging Growth Seekers
42,274344.12,4.2,10,7,7,3,Established Loyal Clients
71,414451.84,6.7,24,11,4,3,Established Loyal Clients
69,572135.59,2.0,23,5,5,3,Established Loyal Clients
49,425126.59,10.0,10,3,4,0,Emerging Growth Seekers
80,457440.47,7.0,24,4,1,3,Established Loyal Clients
44,92799.34,4.0,16,8,4,3,Established Loyal Clients
58,270020.28,4.8,5,7,1,1,Conservative Wealth Preservers
63,65020.88,6.4,24,6,3,3,Established Loyal Clients
65,40544.99,4.3,15,6,5,3,Established Loyal Clients
67,242290.55,5.1,13,7,3,3,Established Loyal Clients
57,262793.78,6.9,21,6,3,3,Established Loyal Clients
55,54204.3,2.1,6,4,6,1,Conservative Wealth Preservers
50,228417.24,10.0,23,1,2,0,Emerging Growth Seekers
60,674964.08,7.6,8,6,2,0,Emerging Growth Seekers
65,649121.84,6.3,2,4,4,1,Conservative Wealth Preservers
58,181161.85,3.8,23,6,3,3,Established Loyal Clients
32,81318.29,10.0,10,5,3,0,Emerging Growth Seekers
23,175879.56,5.8,7,6,3,0,Emerging Growth Seekers
66,308651.18,1.1,4,2,6,1,Conservative Wealth Preservers
62,359621.08,3.5,23,6,3,3,Established Loyal Clients
67,208373.44,6.1,18,11,4,3,Established Loyal Clients
63,331697.01,2.4,12,5,5,1,Conservative Wealth Preservers
46,162355.91,3.8,1,4,2,1,Conservative Wealth Preservers
40,172913.08,3.3,13,4,2,0,Emerging Growth Seekers
35,73721.42,5.8,16,6,1,0,Emerging Growth Seekers
40,230103.65,4.4,9,3,1,0,Emerging Growth Seekers
43,192167.14,9.1,6,3,3,0,Emerging Growth Seekers
55,137753.35,8.1,9,8,1,0,Emerging Growth Seekers
56,217582.68,7.0,17,2,3,0,Emerging Growth Seekers
52,193203.86,3.4,15,2,7,1,Conservative Wealth Preservers
57,76513.64,9.9,16,1,6,0,Emerging Growth Seekers
41,170670.05,4.3,15,7,7,3,Established Loyal Clients
46,890378.97,9.8,8,5,7,0,Emerging Growth Seekers
49,316795.34,9.6,21,2,1,0,Emerging Growth Seekers
77,394368.44,1.0,14,10,3,3,Established Loyal Clients
53,3488341.73,9.3,3,3,7,2,High-Net-Worth Core
22,46137.31,3.8,20,4,4,0,Emerging Growth Seekers
53,253731.38,4.3,24,4,6,3,Established Loyal Clients
49,357558.24,9.6,4,2,7,0,Emerging Growth Seekers
75,158138.66,1.0,9,5,6,1,Conservative Wealth Preservers
41,49203.88,10.0,5,4,3,0,Emerging Growth Seekers
51,480827.75,1.4,0,0,4,1,Conservative Wealth Preservers
30,138075.21,8.1,10,2,5,0,Emerging Growth Seekers
40,205060.75,3.4,24,7,7,3,Established Loyal Clients
78,156640.59,1.0,9,7,1,1,Conservative Wealth Preservers
74,173480.61,3.5,17,4,7,1,Conservative Wealth Preservers
38,367707.09,10.0,22,7,4,0,Emerging Growth Seekers
30,133640.74,7.2,21,6,4,0,Emerging Growth Seekers
49,55645.59,6.6,12,2,1,0,Emerging Growth Seekers
58,429146.8,3.8,5,2,7,1,Conservative Wealth Preservers
87,830761.76,1.4,5,3,1,1,Conservative Wealth Preservers
73,165681.52,5.6,9,8,1,3,Established Loyal Clients
57,103027.55,6.9,14,2,5,0,Emerging Growth Seekers
41,787221.59,2.3,1,2,5,1,Conservative Wealth Preservers
58,312265.83,1.0,4,5,6,1,Conservative Wealth Preservers
70,1021527.32,1.8,21,9,4,2,High-Net-Worth Core
47,599327.13,3.7,13,4,1,1,Conservative Wealth Preservers
51,40064.7,1.4,21,8,4,3,Established Loyal Clients
64,982776.21,8.3,6,4,4,2,High-Net-Worth Core
53,93714.4,10.0,21,5,1,0,Emerging Growth Seekers
89,230191.37,2.2,2,4,5,1,Conservative Wealth Preservers
64,27383.49,2.4,10,5,7,1,Conservative Wealth Preservers
60,148919.82,4.6,16,6,7,3,Established Loyal Clients
66,1278276.24,6.1,1,8,2,2,High-Net-Worth Core
56,170301.69,2.0,12,6,1,3,Established Loyal Clients
64,139257.54,6.3,8,8,7,3,Established Loyal Clients
74,155278.26,3.5,1,2,2,1,Conservative Wealth Preservers
23,281429.43,5.7,5,2,6,0,Emerging Growth Seekers
69,156241.44,6.9,18,5,5,3,Established Loyal Clients
29,261363.09,4.2,2,4,2,0,Emerging Growth Seekers
69,235976.33,6.9,21,2,3,0,Emerging Growth Seekers
46,365811.33,2.9,5,8,1,1,Conservative Wealth Preservers
70,191188.65,4.8,1,3,1,1,Conservative Wealth Preservers
72,167919.49,7.6,7,4,7,1,Conservative Wealth Preservers
57,206396.76,1.9,2,4,7,1,Conservative Wealth Preservers
56,904088.68,10.0,0,6,1,2,High-Net-Worth Core
48,170247.95,3.6,4,10,7,3,Established Loyal Clients
60,367368.64,1.7,19,10,5,3,Established Loyal Clients
64,194162.81,1.0,4,7,1,1,Conservative Wealth Preservers
64,205853.75,1.4,7,4,2,1,Conservative Wealth Preservers
56,161139.7,7.0,24,7,7,3,Established Loyal Clients
46,643289.24,6.9,15,5,1,0,Emerging Growth Seekers
60,101693.23,4.6,7,8,2,1,Conservative Wealth Preservers
50,484589.96,4.5,2,6,6,1,Conservative Wealth Preservers
54,229847.5,3.2,16,3,7,1,Conservative Wealth Preservers
45,50303.78,9.9,10,1,6,0,Emerging Growth Seekers
44,183049.38,8.0,16,8,5,3,Established Loyal Clients
46,233685.32,5.8,18,7,6,3,Established Loyal Clients
58,311030.82,4.8,24,12,5,3,Established Loyal Clients
36,209101.26,9.7,15,4,6,0,Emerging Growth Seekers
43,46101.11,7.1,5,3,5,0,Emerging Growth Seekers
53,80203.95,1.2,5,7,4,1,Conservative Wealth Preservers
71,359361.43,7.7,11,2,4,1,Conservative Wealth Preservers
45,174483.28,7.9,1,4,2,0,Emerging Growth Seekers
39,224468.73,10.0,9,3,7,0,Emerging Growth Seekers
42,100299.51,4.1,4,2,6,1,Conservative Wealth Preservers
59,441620.35,7.7,10,11,2,3,Established Loyal Clients
43,206396.72,3.1,18,3,4,0,Emerging Growth Seekers
44,25000.0,7.0,0,5,7,0,Emerging Growth Seekers
50,828650.39,10.0,9,5,4,0,Emerging Growth Seekers
70,436476.81,5.8,21,5,5,3,Established Loyal Clients
27,460094.35,10.0,17,2,4,0,Emerging Growth Seekers
55,135397.83,1.1,23,5,7,3,Established Loyal Clients
46,151293.89,1.8,2,5,7,1,Conservative Wealth Preservers
49,130449.47,7.6,9,2,5,0,Emerging Growth Seekers
41,477866.08,3.3,4,4,2,1,Conservative Wealth Preservers
43,204343.8,4.1,22,8,6,3,Established Loyal Clients
29,355584.84,6.2,10,4,7,0,Emerging Growth Seekers
51,244737.95,1.4,17,7,5,3,Established Loyal Clients
49,294938.71,1.6,22,11,2,3,Established Loyal Clients
59,161108.06,5.7,15,7,6,3,Established Loyal Clients
72,956478.57,2.7,3,5,1,2,High-Net-Worth Core
23,220730.29,10.0,17,6,1,0,Emerging Growth Seekers
78,79223.66,6.2,14,5,5,1,Conservative Wealth Preservers
63,392909.31,7.5,19,3,2,0,Emerging Growth Seekers
66,84651.99,3.1,6,8,4,1,Conservative Wealth Preservers
41,59610.41,8.3,23,8,1,3,Established Loyal Clients
72,317519.4,2.6,10,7,3,1,Conservative Wealth Preservers
46,220420.28,8.9,5,1,2,0,Emerging Growth Seekers
48,85700.69,10.0,2,1,7,0,Emerging Growth Seekers
71,411616.39,2.8,22,8,7,3,Established Loyal Clients
80,1273072.35,7.0,0,3,2,2,High-Net-Worth Core
56,91099.98,6.0,22,4,1,3,Established Loyal Clients
46,451934.32,3.8,16,6,6,3,Established Loyal Clients
69,188320.1,8.9,22,5,6,3,Established Loyal Clients
39,390395.52,4.4,16,8,1,3,Established Loyal Clients
74,719438.59,1.0,17,8,6,3,Established Loyal Clients
62,482799.01,7.5,19,9,4,3,Established Loyal Clients
48,93445.13,9.7,3,1,6,0,Emerging Growth Seekers
55,764676.17,8.1,17,4,6,0,Emerging Growth Seekers
67,1281894.04,5.1,13,5,1,2,High-Net-Worth Core
65,96150.52,6.3,21,4,2,3,Established Loyal Clients
46,261719.4,3.8,20,14,6,3,Established Loyal Clients
62,236173.94,4.5,3,2,4,1,Conservative Wealth Preservers
77,576385.29,6.3,2,3,4,1,Conservative Wealth Preservers
81,103516.73,2.9,16,5,4,3,Established Loyal Clients
62,187888.02,9.5,0,2,7,0,Emerging Growth Seekers
59,208894.28,5.8,20,3,3,0,Emerging Growth Seekers
40,142006.48,9.3,8,6,4,0,Emerging Growth Seekers
48,494342.32,3.7,14,5,1,3,Established Loyal Clients
52,114840.9,9.4,11,7,1,0,Emerging Growth Seekers
48,394736.7,3.7,17,8,5,3,Established Loyal Clients
62,37953.21,2.5,5,3,4,1,Conservative Wealth Preservers
56,148206.78,10.0,21,9,1,3,Established Loyal Clients
64,284527.26,1.0,19,1,2,1,Conservative Wealth Preservers
64,579372.57,5.3,16,10,7,3,Established Loyal Clients
66,112115.65,5.2,7,8,6,1,Conservative Wealth Preservers
72,235022.73,4.7,3,3,6,1,Conservative Wealth Preservers
74,25000.0,4.5,8,4,3,1,Conservative Wealth Preservers
63,86674.81,1.4,8,4,2,1,Conservative Wealth Preservers
66,80686.14,5.2,2,4,5,1,Conservative Wealth Preservers
51,56376.03,8.4,9,1,7,0,Emerging Growth Seekers
82,292560.99,2.9,1,4,5,1,Conservative Wealth Preservers
60,220343.9,3.7,11,8,7,3,Established Loyal Clients
82,453713.73,5.8,11,3,5,1,Conservative Wealth Preservers
59,1781105.31,8.7,16,5,4,2,High-Net-Worth Core
61,176017.43,5.6,8,6,6,1,Conservative Wealth Preservers
51,68634.04,10.0,11,3,3,0,Emerging Growth Seekers
50,139682.71,3.5,9,7,3,3,Established Loyal Clients
55,71967.52,8.1,0,2,4,0,Emerging Growth Seekers
57,180764.59,4.9,8,5,7,1,Conservative Wealth Preservers
57,188181.5,9.9,3,2,5,0,Emerging Growth Seekers
63,105235.96,8.4,21,3,6,0,Emerging Growth Seekers
51,148872.04,6.4,23,8,4,3,Established Loyal Clients
27,142806.34,10.0,2,0,4,0,Emerging Growth Seekers
59,59552.92,7.8,15,6,2,0,Emerging Growth Seekers
58,85550.01,4.8,23,2,7,3,Established Loyal Clients
43,365467.96,10.0,17,3,2,0,Emerging Growth Seekers
65,198447.02,1.0,15,3,5,1,Conservative Wealth Preservers
29,323917.83,10.0,6,5,3,0,Emerging Growth Seekers
55,44450.0,7.1,16,4,7,0,Emerging Growth Seekers
61,1648595.8,8.6,2,2,6,2,High-Net-Worth Core
50,711199.47,9.5,24,3,6,0,Emerging Growth Seekers
65,417558.51,4.3,15,6,4,3,Established Loyal Clients
81,261836.13,1.0,4,4,1,1,Conservative Wealth Preservers
84,345882.01,3.7,9,3,5,1,Conservative Wealth Preservers
53,106884.89,2.2,7,5,1,1,Conservative Wealth Preservers
68,251502.56,6.0,3,3,7,1,Conservative Wealth Preservers
56,229933.76,3.0,18,4,5,3,Established Loyal Clients
63,72859.3,1.0,24,6,6,3,Established Loyal Clients
60,70664.48,4.6,4,3,6,1,Conservative Wealth Preservers
43,328767.64,9.1,6,2,5,0,Emerging Growth Seekers
73,226214.73,3.6,11,5,4,1,Conservative Wealth Preservers
64,70940.94,1.3,23,4,7,3,Established Loyal Clients
92,385763.09,4.0,2,7,5,1,Conservative Wealth Preservers
40,201358.66,4.3,18,4,6,0,Emerging Growth Seekers
41,99916.96,3.2,24,5,4,3,Established Loyal Clients
57,378616.93,5.9,6,6,1,1,Conservative Wealth Preservers
61,83842.07,1.6,24,7,4,3,Established Loyal Clients
54,318573.21,8.2,11,5,7,0,Emerging Growth Seekers
39,119323.03,9.5,12,3,2,0,Emerging Growth Seekers
74,318810.45,6.5,3,6,6,1,Conservative Wealth Preservers
69,488248.01,5.9,14,6,6,3,Established Loyal Clients
49,67136.08,1.6,19,9,3,3,Established Loyal Clients
37,161049.03,2.6,9,8,7,3,Established Loyal Clients
69,368267.95,2.9,7,4,2,1,Conservative Wealth Preservers
80,212571.03,1.0,22,4,5,3,Established Loyal Clients
58,614368.9,4.8,24,8,5,3,Established Loyal Clients
41,632001.89,10.0,17,4,1,0,Emerging Growth Seekers
72,247245.45,4.7,8,5,5,1,Conservative Wealth Preservers
38,30870.49,3.5,15,6,2,3,Established Loyal Clients
58,128883.13,8.8,20,7,2,3,Established Loyal Clients
37,105609.24,9.6,23,8,2,0,Emerging Growth Seekers
57,522472.58,3.9,10,7,3,3,Established Loyal Clients
56,50521.21,10.0,5,4,3,0,Emerging Growth Seekers
57,170556.31,4.9,23,1,4,0,Emerging Growth Seekers
70,210650.15,3.8,22,2,7,3,Established Loyal Clients
45,513073.67,2.9,17,8,2,3,Established Loyal Clients
39,95287.05,9.4,17,6,5,0,Emerging Growth Seekers
57,233909.61,9.9,2,3,6,0,Emerging Growth Seekers
59,685848.7,7.7,14,4,3,0,Emerging Growth Seekers
45,549130.94,2.9,6,3,7,1,Conservative Wealth Preservers
65,40600.89,4.2,0,7,3,1,Conservative Wealth Preservers
53,138127.32,4.3,7,4,6,1,Conservative Wealth Preservers
41,108472.54,7.3,10,2,3,0,Emerging Growth Seekers
56,87135.01,9.0,23,5,1,0,Emerging Growth Seekers
57,63157.53,5.9,15,5,1,3,Established Loyal Clients
58,660224.56,2.9,17,2,3,1,Conservative Wealth Preservers
52,218465.22,8.3,6,3,4,0,Emerging Growth Seekers
46,60218.02,10.0,1,2,4,0,Emerging Growth Seekers
46,95720.52,8.8,2,2,5,0,Emerging Growth Seekers
43,119444.37,10.0,4,4,1,0,Emerging Growth Seekers
46,257178.31,7.8,10,4,7,0,Emerging Growth Seekers
57,157379.49,9.9,11,9,4,0,Emerging Growth Seekers
59,159186.62,3.7,9,4,6,1,Conservative Wealth Preservers
71,1260855.54,8.8,21,3,2,2,High-Net-Worth Core
61,773642.95,6.6,13,2,6,2,High-Net-Worth Core
61,503058.11,3.6,16,11,7,3,Established Loyal Clients
49,25000.0,10.0,10,4,1,0,Emerging Growth Seekers
29,50136.32,3.2,14,6,1,0,Emerging Growth Seekers
50,212504.16,8.5,13,7,1,0,Emerging Growth Seekers
76,176841.9,1.0,22,10,5,3,Established Loyal Clients
34,100540.38,8.8,13,7,5,0,Emerging Growth Seekers
51,277737.94,3.4,17,11,6,3,Established Loyal Clients
53,495590.75,5.3,22,8,5,3,Established Loyal Clients
53,1463514.87,4.3,1,5,4,2,High-Net-Worth Core
33,100690.01,7.9,13,9,1,0,Emerging Growth Seekers
37,725442.51,10.0,2,0,3,0,Emerging Growth Seekers
47,275821.3,8.8,19,5,7,0,Emerging Growth Seekers
48,61522.37,7.6,20,11,2,3,Established Loyal Clients
54,210105.05,3.2,19,5,6,3,Established Loyal Clients
71,505378.56,1.7,18,6,3,3,Established Loyal Clients
74,217745.87,1.0,11,2,2,1,Conservative Wealth Preservers
51,190599.95,1.4,5,4,4,1,Conservative Wealth Preservers
59,302327.08,1.7,11,7,7,3,Established Loyal Clients
47,115093.75,3.8,13,4,7,1,Conservative Wealth Preservers
58,190953.66,5.9,10,3,4,1,Conservative Wealth Preservers
70,33735.47,2.8,12,3,7,1,Conservative Wealth Preservers
49,218342.34,10.0,13,5,5,0,Emerging Growth Seekers
65,193229.77,8.2,13,3,5,0,Emerging Growth Seekers
53,241829.99,7.2,1,4,5,1,Conservative Wealth Preservers
86,231862.41,1.0,2,3,3,1,Conservative Wealth Preservers
43,106040.26,3.0,10,10,2,3,Established Loyal Clients
70,136669.66,2.8,9,4,6,1,Conservative Wealth Preservers
89,159945.17,5.2,1,4,2,1,Conservative Wealth Preservers
38,174265.31,2.5,2,5,6,1,Conservative Wealth Preservers
65,547290.69,5.3,20,5,3,3,Established Loyal Clients
52,271902.63,10.0,3,3,5,0,Emerging Growth Seekers
34,121221.6,10.0,11,1,2,0,Emerging Growth Seekers
67,1507546.95,1.0,12,10,1,2,High-Net-Worth Core
41,225880.46,2.2,12,4,2,1,Conservative Wealth Preservers
56,120065.79,8.0,23,5,6,3,Established Loyal Clients
72,282022.11,1.7,20,4,1,3,Established Loyal Clients
78,56408.07,7.2,16,6,4,3,Established Loyal Clients
61,720156.03,8.6,19,8,1,3,Established Loyal Clients
72,261846.44,1.0,24,6,2,3,Established Loyal Clients
59,108343.42,8.7,4,6,6,0,Emerging Growth Seekers
66,60679.79,8.2,17,3,1,0,Emerging Growth Seekers
86,393122.0,2.5,4,6,2,1,Conservative Wealth Preservers
65,312184.58,1.0,12,6,2,1,Conservative Wealth Preservers
49,131158.23,5.6,9,3,6,0,Emerging Growth Seekers
74,257051.69,8.5,1,1,5,1,Conservative Wealth Preservers
45,76836.22,2.9,16,9,1,3,Established Loyal Clients
71,70846.86,5.8,3,6,2,1,Conservative Wealth Preservers
51,856674.34,7.4,5,1,2,0,Emerging Growth Seekers
48,120730.81,6.6,7,1,4,0,Emerging Growth Seekers
42,407009.51,10.0,23,8,4,0,Emerging Growth Seekers
75,316807.54,7.4,23,7,1,3,Established Loyal Clients
69,778654.8,1.9,20,5,4,3,Established Loyal Clients
39,100073.51,4.4,11,7,4,3,Established Loyal Clients
58,64060.91,2.8,7,6,3,1,Conservative Wealth Preservers
62,74443.74,3.5,22,8,3,3,Established Loyal Clients
63,329819.47,9.4,7,5,5,0,Emerging Growth Seekers
63,272956.11,2.4,12,8,2,3,Established Loyal Clients
78,147364.58,1.2,5,7,7,1,Conservative Wealth Preservers
54,72423.77,3.1,20,4,7,3,Established Loyal Clients
36,147721.16,4.7,22,10,3,3,Established Loyal Clients
47,245738.05,6.7,16,7,2,3,Established Loyal Clients
75,240101.66,1.4,20,5,5,3,Established Loyal Clients
63,172420.13,9.4,9,2,4,0,Emerging Growth Seekers
22,308570.27,10.0,10,6,7,0,Emerging Growth Seekers
60,194486.92,6.7,15,3,1,0,Emerging Growth Seekers
60,61409.65,6.7,22,2,6,0,Emerging Growth Seekers
49,79161.27,8.6,9,5,5,0,Emerging Growth Seekers
40,147563.62,5.3,22,7,4,3,Established Loyal Clients
68,156262.06,1.0,19,10,2,3,Established Loyal Clients
49,820659.65,2.6,0,6,7,1,Conservative Wealth Preservers
59,1322159.5,8.7,24,2,4,2,High-Net-Worth Core
73,372883.41,1.0,1,4,4,1,Conservative Wealth Preservers
34,41918.34,7.8,3,7,1,0,Emerging Growth Seekers
47,247550.47,4.7,20,3,4,0,Emerging Growth Seekers
66,429399.91,2.2,24,9,2,3,Established Loyal Clients
50,778545.34,4.5,23,4,7,2,High-Net-Worth Core
34,160443.94,7.8,4,2,5,0,Emerging Growth Seekers
56,253294.64,5.0,4,10,6,3,Established Loyal Clients
75,95491.96,6.4,1,3,6,1,Conservative Wealth Preservers
54,1262288.36,10.0,22,6,2,2,High-Net-Worth Core
68,155469.26,2.0,2,2,3,1,Conservative Wealth Preservers
50,106903.27,9.5,3,2,5,0,Emerging Growth Seekers
45,308681.4,6.9,12,2,4,0,Emerging Growth Seekers
66,290788.28,3.2,7,5,7,1,Conservative Wealth Preservers
68,108592.22,9.0,19,5,7,0,Emerging Growth Seekers
59,107032.31,3.7,18,6,3,3,Established Loyal Clients
54,816555.65,7.1,14,8,5,2,High-Net-Worth Core
59,113242.61,6.7,9,6,2,1,Conservative Wealth Preservers
60,444701.28,9.7,6,0,5,0,Emerging Growth Seekers
84,1538650.29,7.7,14,2,7,2,High-Net-Worth Core
80,131615.46,1.0,4,6,3,1,Conservative Wealth Preservers
47,386767.72,2.8,8,7,1,1,Conservative Wealth Preservers
48,481157.45,1.6,3,5,4,1,Conservative Wealth Preservers
65,1001389.34,1.3,4,9,7,2,High-Net-Worth Core
55,617582.65,2.1,4,1,6,1,Conservative Wealth Preservers
69,588673.05,1.0,8,6,1,1,Conservative Wealth Preservers
56,324010.23,8.0,15,3,6,0,Emerging Growth Seekers
71,301705.74,8.8,6,4,3,1,Conservative Wealth Preservers
56,101034.27,10.0,2,3,1,0,Emerging Growth Seekers
35,117355.99,3.7,18,8,1,3,Established Loyal Clients
48,129649.55,9.6,13,6,6,0,Emerging Growth Seekers
81,928203.99,6.9,24,6,6,2,High-Net-Worth Core
67,1731912.66,3.0,12,2,4,2,High-Net-Worth Core
61,482585.64,8.6,10,5,1,0,Emerging Growth Seekers
43,428431.66,5.0,6,8,6,1,Conservative Wealth Preservers
59,535084.65,8.8,14,4,5,0,Emerging Growth Seekers
70,155539.05,2.8,10,3,4,1,Conservative Wealth Preservers
47,100432.79,3.7,8,3,7,1,Conservative Wealth Preservers
42,837484.53,3.2,2,3,5,1,Conservative Wealth Preservers
60,231974.47,6.6,14,5,4,0,Emerging Growth Seekers
58,89650.93,3.8,6,6,5,1,Conservative Wealth Preservers
67,89427.16,4.1,11,6,5,1,Conservative Wealth Preservers
77,149479.85,2.2,3,1,6,1,Conservative Wealth Preservers
57,627855.97,6.9,8,4,4,0,Emerging Growth Seekers
66,452843.2,1.2,7,4,5,1,Conservative Wealth Preservers
85,687778.21,1.0,6,7,6,1,Conservative Wealth Preservers
49,146608.38,5.5,15,6,3,3,Established Loyal Clients
46,126187.16,3.9,16,3,5,0,Emerging Growth Seekers
55,181915.01,6.0,0,6,5,1,Conservative Wealth Preservers
56,302227.12,9.0,21,6,3,0,Emerging Growth Seekers
60,217133.53,2.7,12,7,5,3,Established Loyal Clients
40,165152.45,8.3,10,6,2,0,Emerging Growth Seekers
63,115305.86,1.0,16,4,7,1,Conservative Wealth Preservers
69,668357.03,3.9,5,3,5,1,Conservative Wealth Preservers
70,200319.03,4.8,17,2,6,1,Conservative Wealth Preservers
47,219739.92,8.7,9,3,6,0,Emerging Growth Seekers
59,149174.63,6.7,2,4,3,1,Conservative Wealth Preservers
60,1097614.34,1.6,17,6,5,2,High-Net-Worth Core
59,78694.41,4.7,15,6,1,3,Established Loyal Clients
62,216573.63,5.5,7,2,4,1,Conservative Wealth Preservers
43,517617.74,7.1,14,8,6,3,Established Loyal Clients
57,234534.71,1.9,16,4,1,3,Established Loyal Clients
63,289634.0,1.0,8,6,6,1,Conservative Wealth Preservers
59,239581.97,8.7,16,3,2,0,Emerging Growth Seekers
66,41033.03,6.1,14,10,2,3,Established Loyal Clients
42,76899.98,7.1,4,3,5,0,Emerging Growth Seekers
31,135906.31,6.1,10,9,2,0,Emerging Growth Seekers
46,147706.08,7.9,12,7,4,0,Emerging Growth Seekers
